Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating,Cluster_Labels,playerId
P. Manske,-0.6741284116973434,-0.4193099959050135,SV Meppen,-0.2888372507391966,21-25,61-70,-0.1612890803228888,-0.6479299649755464,1,11173
K. da Graca,0.1879982991850583,0.3273263185805971,IK Sirius,-0.1963751878198284,21-25,61-70,0.2631127366968006,0.2165589775501044,0,11174
20 P. Jaquez,-0.0275333785355421,0.2028869328329953,Club Universidad Nacional,-0.2633304747614398,21-25,61-70,-0.0003698405319322,0.0161956549334822,0,11175
Raúl Moro,-0.889660089417944,0.0784475470853935,Lazio,-0.1581150238531933,15-20,61-70,0.3652992577569408,-0.611909592370311,0,11176
22 F. Altamira,-0.889660089417944,-0.4193099959050135,Godoy Cruz,-0.2824605567447574,15-20,61-70,-0.1154568457116381,-0.7830063622451794,1,11177
20 B. Malula,-1.1051917671385445,-0.9170675388954204,BSC Young Boys,-0.3264597453063877,15-20,51-60,-0.6056542628238453,-1.0801744362383718,1,11178
22 A. Papadopoulos,-1.1051917671385445,-1.4148250818858277,Leyton Orient,-0.3277350841052756,15-20,51-60,-0.6318292985514132,-1.2422661129619317,1,11179
Christian Marques,-0.889660089417944,-0.668188767400217,Wolverhampton Wanderers,-0.2792722097475378,15-20,51-60,-0.0941534594714525,-0.8685547471826136,1,11180
22 J. Scott,-1.1051917671385445,-0.7926281531478188,Newcastle United,-0.2984022917308553,15-20,51-60,-0.2399861906569567,-1.039651517057482,1,11181
J. Jeno,-0.2430650562561425,-0.7926281531478188,Grenoble Foot 38,-0.3047789857252945,21-25,51-60,-0.3011355363616134,-0.5263612074328768,1,11182
H. El Kaouakibi,0.1879982991850583,-0.2948706101574117,Benevento,-0.2888372507391966,21-25,61-70,-0.1612890803228888,-0.0535938169891614,1,11183
22 A. Diallo,-1.1051917671385445,-0.9170675388954204,West Ham United,-0.3079673327225141,15-20,51-60,-0.3350725200219547,-1.0801744362383718,1,11184
E. Ferguson,-1.3207234448591447,-0.5437493816526152,Brighton & Hove Albion,-0.2601421277642202,15-20,51-60,0.0162843732425713,-1.091430802677508,1,11185
R. Astley,-0.6741284116973434,-0.1704312244098099,Accrington Stanley,-0.2346353517864635,21-25,61-70,0.1313714268815063,-0.5578790334624578,1,11186
J. Noguera,-0.6741284116973434,-0.2948706101574117,Club Cerro Porteño,-0.2410120457809027,21-25,61-70,0.1051962714316039,-0.6029044992190021,1,11187
21 K. Caraballo,-0.458596733976743,-0.668188767400217,Gimnasia y Esgrima La Plata,-0.2920255977364162,21-25,51-60,-0.1860486281002422,-0.6074070457946565,1,11188
M. Pagliuca,-0.6741284116973434,-0.4193099959050135,Bologna,-0.2792722097475378,21-25,61-70,-0.0941534594714525,-0.6479299649755464,1,11189
J. Mbock,-0.2430650562561425,-0.7926281531478188,Angers SCO,-0.3015906387280749,21-25,51-60,-0.2695409539710696,-0.5263612074328768,1,11190
N. Prelec,-0.458596733976743,-0.1704312244098099,WSG Tirol,-0.2250703107948047,21-25,61-70,0.1680262312012753,-0.4183000896171704,1,11191
22 Y. Chahid,-1.5362551225797452,-1.0415069246430222,Dijon FCO,-0.3143440267169533,15-20,51-60,-0.411573190657905,-1.3683374170802556,1,11192
E. Probst,-0.458596733976743,-0.5437493816526152,Sportclub Verl,-0.2920255977364162,21-25,51-60,-0.1860486281002422,-0.5601303067502851,1,11193
L. Casiani,-0.6741284116973434,-0.2948706101574117,Cerro Largo Fútbol Club,-0.2633304747614398,21-25,61-70,-0.0003698405319322,-0.6029044992190021,1,11194
22 I. Saravanja,0.1879982991850583,-0.0459918386622081,SK Austria Klagenfurt,-0.2760838627503182,21-25,61-70,-0.0737972078115361,0.0544673008265449,0,11195
Santisteban,-0.458596733976743,-0.2948706101574117,Sevilla FC,-0.2473887397753419,21-25,61-70,0.0774338007220907,-0.465576828661542,1,11196
T. Rossmann,-1.1051917671385445,-0.5437493816526152,Karlsruher SC,-0.2824605567447574,15-20,51-60,-0.1154568457116381,-0.9586056786957022,1,11197
E. Bolton,-0.6741284116973434,-1.5392644676334293,AFC Wimbledon,-0.3302857617030512,21-25,51-60,-0.6891462834032358,-1.0531591567844454,1,11198
C. Witzig,-0.458596733976743,-1.6637038533810309,FC St. Gallen 1879,-0.3353871168986025,21-25,51-60,-0.8311778540013126,-0.9856209581496288,1,11199
M. Didden,-0.6741284116973434,-0.5437493816526152,KRC Genk,-0.2824605567447574,21-25,51-60,-0.1154568457116381,-0.6929554307320908,1,11200
21 J. Uscamayta,-1.1051917671385445,-1.0415069246430222,Cusco Fútbol Club,-0.3111556797197337,15-20,51-60,-0.3717272460615328,-1.120697355419262,1,11201
22 S. Hasukawa,-0.0275333785355421,-0.4193099959050135,FC Tokyo,-0.3079673327225141,21-25,61-70,-0.3350725200219547,-0.2427007731666476,1,11202
Afonso Freitas,-0.2430650562561425,-0.2948706101574117,Vitória de Guimarães,-0.269707168755879,21-25,61-70,-0.035613408035886,-0.3282491581040818,1,11203
Ž. Laci,-0.889660089417944,0.4517657043281988,AEK Athens,-0.0560879199421664,15-20,61-70,0.5610433224833006,-0.4835870149641597,0,11204
J. Quiñonez,-0.458596733976743,-0.0459918386622081,FC Dallas,-0.2091285758087068,21-25,61-70,0.223266688023364,-0.3710233505727989,0,11205
S. Claure,-0.2430650562561425,-0.5437493816526152,Club Always Ready,-0.285648903741977,21-25,51-60,-0.1377998222433826,-0.4273051827684793,1,11206
22 T. Nakai,-1.3207234448591447,-0.2948706101574117,Real Madrid CF,-0.2218819637975851,15-20,61-70,0.1796202836205465,-1.0148875108913826,1,11207
G. Scalvini,-1.1051917671385445,0.8250838615710041,Atalanta,0.1352128998910089,15-20,71-80,0.7909717675153952,-0.5128535677059135,0,11208
21 M. Portillo,1.0501250100674602,-0.1704312244098099,Club Sol de América,-0.3015906387280749,26-30,61-70,-0.2695409539710696,0.5587525172998413,1,11209
22 I. Cazal,-0.2430650562561425,0.2028869328329953,Club Sol de América,-0.145361635864315,21-25,61-70,0.3948540783135038,-0.1301371087752867,0,11210
21 F. Poulolo,-0.0275333785355421,-0.5437493816526152,Getafe CF,-0.285648903741977,21-25,51-60,-0.1377998222433826,-0.2944800587866736,1,11211
A. Fiordaliso,-0.0275333785355421,-0.2948706101574117,US Cremonese,-0.2601421277642202,21-25,61-70,0.0162843732425713,-0.1909214875466216,1,11212
22 D. Kabamba,-0.458596733976743,-0.5437493816526152,USL Dunkerque,-0.3047789857252945,21-25,51-60,-0.3011355363616134,-0.5601303067502851,1,11213
R. Șteau,-0.458596733976743,-1.1659463103906238,AFC UTA Arad,-0.3188077125130607,21-25,51-60,-0.473913461828998,-0.7965140019721427,1,11214
21 M. Prieto,2.343315076391063,0.0784475470853935,Club River Plate Asunción,-0.3143440267169533,31-35,61-70,-0.411573190657905,1.5493127639438165,0,11215
F. Gnalega,-0.6741284116973434,-0.668188767400217,Clermont Foot 63,-0.2952139447336357,21-25,51-60,-0.2122237536194585,-0.7379808964886351,1,11216
D. Sür,-1.1051917671385445,-0.9170675388954204,TSV 1860 München,-0.3079673327225141,15-20,51-60,-0.3350725200219547,-1.0801744362383718,1,11217
A. Ifeadigo,0.4035299769056588,-0.2948706101574117,VfB Oldenburg,-0.2984022917308553,26-30,61-70,-0.2399861906569567,0.0837338535682987,1,11218
22 A. Aranda,0.6190616546262593,-0.1704312244098099,Club Atlético Aldosivi,-0.2824605567447574,26-30,61-70,-0.1154568457116381,0.2795946296092665,1,11219
T. Uchino,-0.458596733976743,-0.4193099959050135,Fortuna Düsseldorf,-0.2888372507391966,21-25,61-70,-0.1612890803228888,-0.5128535677059135,1,11220
22 Valdir,-0.0275333785355421,-0.4193099959050135,SV Ried,-0.2984022917308553,21-25,61-70,-0.2399861906569567,-0.2427007731666476,1,11221
S. Balobaid,-0.2430650562561425,-0.4193099959050135,Al Taawoun,-0.2824605567447574,21-25,61-70,-0.1154568457116381,-0.3777771704362805,1,11222
B. Knežević,-0.6741284116973434,-0.7926281531478188,Elche CF,-0.3047789857252945,21-25,51-60,-0.3011355363616134,-0.7830063622451794,1,11223
21 B. Maidana,-0.6741284116973434,-0.4193099959050135,Club Atlético Huracán,-0.2792722097475378,21-25,61-70,-0.0941534594714525,-0.6479299649755464,1,11224
22 M. Jacquet,0.6190616546262593,0.2028869328329953,Club Sol de América,-0.2442003927781223,26-30,61-70,0.0915253897722157,0.4551939460597893,0,11225
G. Fella,1.0501250100674602,0.2028869328329953,Palermo,-0.2569537807670006,26-30,61-70,0.0323541073409972,0.7478594734773275,0,11226
22 V. Barrios,0.1879982991850583,-0.0459918386622081,Guaireña FC,-0.2792722097475378,21-25,61-70,-0.0941534594714525,0.0544673008265449,0,11227
22 K. Kuwahara,-0.889660089417944,-0.7926281531478188,Avispa Fukuoka,-0.3079673327225141,15-20,51-60,-0.3350725200219547,-0.9113289396513308,1,11228
21 S. Toyama,-1.3207234448591447,-0.4193099959050135,Gamba Osaka,-0.269707168755879,15-20,61-70,-0.035613408035886,-1.0531591567844454,1,11229
22 Pedraza,-0.889660089417944,0.0784475470853935,SD Ponferradina,-0.1963751878198284,15-20,61-70,0.2631127366968006,-0.611909592370311,0,11230
L. Gordon,0.6190616546262593,0.4517657043281988,St. Johnstone FC,-0.1836217998309501,26-30,61-70,0.2997675508016162,0.5722601570268047,0,11231
19 J. O'Shea,2.989910109552864,0.3273263185805971,Reading,-0.3436768190913735,36-40,61-70,-1.2404877581872584,2.148151458505856,0,11232
22 B. Hernández,-0.2430650562561425,-0.0459918386622081,Club Social y Deportivo Macará,-0.2569537807670006,21-25,61-70,0.0323541073409972,-0.2291931334396842,0,11233
A. Jasson,-0.6741284116973434,-0.5437493816526152,New York City FC,-0.2728955157530986,21-25,51-60,-0.0543074454904307,-0.6929554307320908,1,11234
22 I. Golan,0.4035299769056588,-0.668188767400217,FC Voluntari,-0.3200830513119485,26-30,51-60,-0.4934031743741962,-0.0851116430187424,1,11235
D. Oyegoke,-0.889660089417944,-0.5437493816526152,Milton Keynes Dons,-0.2792722097475378,15-20,51-60,-0.0941534594714525,-0.8257805547138966,1,11236
22 D. Hernández,-0.889660089417944,-0.0459918386622081,AC Mineros de Guayana,-0.2091285758087068,15-20,61-70,0.223266688023364,-0.6546837848390281,0,11237
Kim Myung Sun,-0.458596733976743,-0.7926281531478188,Jeju United FC,-0.3175323737141728,21-25,51-60,-0.4552194701682993,-0.6546837848390281,1,11238
J. Jiménez,0.4035299769056588,0.0784475470853935,Guaireña FC,-0.2569537807670006,26-30,61-70,0.0323541073409972,0.2525793501553399,0,11239
22 S. El-Faouzi,-1.1051917671385445,-0.668188767400217,SC Paderborn 07,-0.2952139447336357,15-20,51-60,-0.2122237536194585,-0.999128597876592,1,11240
W. Wilson,-0.6741284116973434,-1.6637038533810309,Melbourne Victory,-0.3353871168986025,21-25,51-60,-0.8311778540013126,-1.0981846225409897,1,11241
21 T. Yengi,-0.889660089417944,-0.9170675388954204,Newcastle Jets,-0.3111556797197337,15-20,51-60,-0.3717272460615328,-0.9541031321200478,1,11242
21 C. Torres,1.6967200432292615,-0.1704312244098099,Llaneros de Guanare Escuela de Fútbol,-0.3111556797197337,31-35,61-70,-0.3717272460615328,0.9774893488357036,1,11243
B. Ciepiela,-0.458596733976743,-0.7926281531478188,PGE FKS Stal Mielec,-0.2984022917308553,21-25,51-60,-0.2399861906569567,-0.6546837848390281,1,11244
I. Fletcher,-0.6741284116973434,-1.0415069246430222,Middlesbrough,-0.3143440267169533,21-25,51-60,-0.411573190657905,-0.873057293758268,1,11245
22 J. Steuckers,-0.889660089417944,-0.668188767400217,Sint-Truidense VV,-0.2888372507391966,15-20,51-60,-0.1612890803228888,-0.8685547471826136,1,11246
Y. Assogba,-0.6741284116973434,-0.5437493816526152,Amiens SC,-0.2824605567447574,21-25,51-60,-0.1154568457116381,-0.6929554307320908,1,11247
22 F. Silva,1.481188365508661,-0.0459918386622081,Independiente Petrolero,-0.2984022917308553,31-35,61-70,-0.2399861906569567,0.9054486036252326,0,11248
D. Barauskas,0.4035299769056588,-0.0459918386622081,PGE FKS Stal Mielec,-0.2728955157530986,26-30,61-70,-0.0543074454904307,0.1962975179596595,0,11249
22 I. Qela,-0.6741284116973434,-0.7926281531478188,TSV Havelse,-0.3079673327225141,21-25,51-60,-0.3350725200219547,-0.7830063622451794,1,11250
J. Amoako,-0.889660089417944,-0.4193099959050135,Helsingborgs IF,-0.2760838627503182,15-20,61-70,-0.0737972078115361,-0.7830063622451794,1,11251
R. Odogwu,1.6967200432292615,-0.1704312244098099,Südtirol,-0.3079673327225141,31-35,61-70,-0.3350725200219547,0.9774893488357036,1,11252
J. Villamil,1.2656566877880606,-0.1704312244098099,Club The Strongest,-0.3047789857252945,26-30,61-70,-0.3011355363616134,0.6983314611451288,1,11253
A. Pressley,-0.6741284116973434,-0.2948706101574117,Brentford,-0.2473887397753419,21-25,61-70,0.0774338007220907,-0.6029044992190021,1,11254
G. Amanda,-0.0275333785355421,-0.2948706101574117,SK Austria Klagenfurt,-0.285648903741977,21-25,61-70,-0.1377998222433826,-0.1909214875466216,1,11255
B. Ilunga,-1.1051917671385445,-1.1659463103906238,Milton Keynes Dons,-0.3175323737141728,15-20,51-60,-0.4552194701682993,-1.1612202746001516,1,11256
22 C. Dixon,-0.6741284116973434,-1.1659463103906238,Derby County,-0.3175323737141728,21-25,51-60,-0.4552194701682993,-0.9180827595148124,1,11257
22 Y. Koré,-1.5362551225797452,-0.5437493816526152,Paris FC,-0.2888372507391966,15-20,51-60,-0.1612890803228888,-1.2242559266593138,1,11258
22 M. Parker,-0.2430650562561425,-0.668188767400217,Motherwell,-0.2952139447336357,21-25,51-60,-0.2122237536194585,-0.476833195100678,1,11259
F. Dietz,-0.0275333785355421,-0.2948706101574117,1. FC Köln,-0.2633304747614398,21-25,61-70,-0.0003698405319322,-0.1909214875466216,1,11260
21 M. Haeder,1.6967200432292615,-0.5437493816526152,Sportclub Verl,-0.3251844065074999,31-35,51-60,-0.5808947953864229,0.7681209330677724,1,11261
N. Savignac,-0.889660089417944,-0.5437493816526152,Rodez Aveyron Football,-0.2824605567447574,15-20,51-60,-0.1154568457116381,-0.8257805547138966,1,11262
D. Al Mutairi,-0.6741284116973434,-1.2903856961382256,Al Shabab,-0.3226337289097242,21-25,51-60,-0.5350626985008445,-0.9631082252713568,1,11263
21 D. Aquino,-0.6741284116973434,-0.9170675388954204,Club Libertad,-0.3111556797197337,21-25,51-60,-0.3717272460615328,-0.8280318280017237,1,11264
A. Freitag,-0.0275333785355421,-1.2903856961382256,TSV 1860 München,-0.3251844065074999,21-25,51-60,-0.5808947953864229,-0.6051557725068294,1,11265
J. Waterman,0.6190616546262593,0.4517657043281988,Club de Foot Montréal,-0.1963751878198284,26-30,61-70,0.2631127366968006,0.5722601570268047,0,11266
A. Nagalo,-0.889660089417944,-0.0459918386622081,FC Nordsjælland,-0.2091285758087068,15-20,61-70,0.223266688023364,-0.6546837848390281,0,11267
21 Edi Semedo,-0.458596733976743,0.0784475470853935,Belenenses SAD,-0.1836217998309501,21-25,61-70,0.2997675508016162,-0.3237466115284274,0,11268
Nuno Lima,-0.458596733976743,0.3273263185805971,FC Paços de Ferreira,-0.0943480839088015,21-25,61-70,0.4970406184544975,-0.2291931334396842,0,11269
20 B. Leeflang,-1.3207234448591447,-0.9170675388954204,Vitesse,-0.3315611005019391,15-20,51-60,-0.7207407349547378,-1.206245740356696,1,11270
21 M. Muratovic,-0.6741284116973434,-0.9170675388954204,Wellington Phoenix,-0.3143440267169533,21-25,51-60,-0.411573190657905,-0.8280318280017237,1,11271
A. Dony,-1.1051917671385445,-0.5437493816526152,Royale Union Saint-Gilloise,-0.2601421277642202,15-20,51-60,0.0162843732425713,-0.9586056786957022,1,11272
22 E. Gularte,-0.0275333785355421,0.5762050900758006,Puebla FC,-0.0688413079310448,21-25,61-70,0.5406870436727882,0.1715335117935601,0,11273
22 M. Rus,-1.1051917671385445,-0.7926281531478188,Coventry City,-0.3015906387280749,15-20,51-60,-0.2695409539710696,-1.039651517057482,1,11274
22 L. Falcón,1.912251720949862,-0.0459918386622081,Metropolitanos de Caracas FC,-0.3111556797197337,31-35,61-70,-0.3717272460615328,1.189109037891462,0,11275
Augusto Dabo,-0.889660089417944,-0.2948706101574117,Boavista FC,-0.2442003927781223,15-20,61-70,0.0915253897722157,-0.7402321697764623,1,11276
22 J. Verdún,1.912251720949862,0.4517657043281988,Club Sol de América,-0.2442003927781223,31-35,61-70,0.0915253897722157,1.4772720187333457,0,11277
21 M. Chalkiadakis,0.4035299769056588,-0.668188767400217,FC Botoşani,-0.3143440267169533,26-30,51-60,-0.411573190657905,-0.0851116430187424,1,11278
21 H. Kumagai,-1.5362551225797452,-1.4148250818858277,Vegalta Sendai,-0.323909067708612,15-20,51-60,-0.5574056096128822,-1.476398534895962,1,11279
22 S. Belkorchia,0.6190616546262593,-0.1704312244098099,US Quevilly Rouen Métropole,-0.2952139447336357,26-30,61-70,-0.2122237536194585,0.2795946296092665,1,11280
22 L. Munther,-0.6741284116973434,-1.4148250818858277,Varbergs BoIS FC,-0.3277350841052756,21-25,51-60,-0.6318292985514132,-1.008133691027901,1,11281
S. Georgiou,-1.3207234448591447,-1.0415069246430222,APOEL Nicosia FC,-0.3111556797197337,15-20,51-60,-0.3717272460615328,-1.2445173862497587,1,11282
O. Labrador,1.481188365508661,0.0784475470853935,Estudiantes de Mérida,-0.285648903741977,31-35,61-70,-0.1377998222433826,0.9729868022600492,0,11283
Josema,-0.2430650562561425,-0.0459918386622081,FC Cartagena,-0.2091285758087068,21-25,61-70,0.223266688023364,-0.2291931334396842,0,11284
P. Pululu,-0.889660089417944,-0.7926281531478188,Sportclub Verl,-0.2984022917308553,15-20,51-60,-0.2399861906569567,-0.9113289396513308,1,11285
15 M. Lecointe,-0.889660089417944,-1.0415069246430222,Plymouth Argyle,-0.3379377944963782,15-20,51-60,-0.9230722825322876,-0.996877324588765,1,11286
E. Qenaj,-0.889660089417944,-0.5437493816526152,1. FC Heidenheim 1846,-0.285648903741977,15-20,51-60,-0.1377998222433826,-0.8257805547138966,1,11287
21 B. Stirling,-0.458596733976743,-0.5437493816526152,Hamilton Academical FC,-0.2888372507391966,21-25,51-60,-0.1612890803228888,-0.5601303067502851,1,11288
22 O. Patrick,-1.1051917671385445,-1.6637038533810309,Accrington Stanley,-0.3341117780997147,15-20,51-60,-0.7913321175574336,-1.3233119513237113,1,11289
22 P. Justiniano,-0.458596733976743,-0.4193099959050135,Club Atlético Nacional Potosí,-0.2824605567447574,21-25,61-70,-0.1154568457116381,-0.5128535677059135,1,11290
21 B. Al Enezi,0.4035299769056588,-1.0415069246430222,Al Raed,-0.3264597453063877,26-30,51-60,-0.6056542628238453,-0.2539571396057837,1,11291
Z. Williams,-1.1051917671385445,-0.5437493816526152,Crewe Alexandra,-0.285648903741977,15-20,51-60,-0.1377998222433826,-0.9586056786957022,1,11292
22 C. Ramos,-0.2430650562561425,-0.1704312244098099,Deportivo Táchira FC,-0.253765433769781,21-25,61-70,0.047878999246369,-0.278721145771883,1,11293
22 R. Alarcón,1.2656566877880606,-0.1704312244098099,Academia Puerto Cabello,-0.2984022917308553,26-30,61-70,-0.2399861906569567,0.6983314611451288,1,11294
D. Rooney,0.1879982991850583,-0.7926281531478188,Drogheda United,-0.3213583901108364,21-25,51-60,-0.513759371733138,-0.2697160526205742,1,11295
21 A. Hurtado,-0.458596733976743,-0.2948706101574117,Deportivo Pasto,-0.2824605567447574,21-25,61-70,-0.1154568457116381,-0.465576828661542,1,11296
21 H. Cangá,2.1277833986704624,-0.5437493816526152,Club Deportivo El Nacional,-0.3353871168986025,31-35,51-60,-0.8311778540013126,1.033771181031384,1,11297
22 J. Gómez,-0.458596733976743,-0.2948706101574117,Club Atlético Central Córdoba,-0.2601421277642202,21-25,61-70,0.0162843732425713,-0.465576828661542,1,11298
E. Célestine,0.1879982991850583,-0.2948706101574117,Campionii FC Arges,-0.285648903741977,21-25,61-70,-0.1377998222433826,-0.0535938169891614,1,11299
W. Saucedo,0.4035299769056588,0.0784475470853935,Royal Pari,-0.253765433769781,26-30,61-70,0.047878999246369,0.2525793501553399,0,11300
Pablo Gálvez,-0.6741284116973434,-0.0459918386622081,RCD Mallorca,-0.1963751878198284,21-25,61-70,0.2631127366968006,-0.5128535677059135,0,11301
Lee Gi Hyeok,-0.458596733976743,-0.9170675388954204,Suwon FC,-0.3111556797197337,21-25,51-60,-0.3717272460615328,-0.7019605238833997,1,11302
22 T. Yamakawa,-0.0275333785355421,0.0784475470853935,Vissel Kobe,-0.2505770867725614,21-25,61-70,0.0628947862061173,-0.0355836306865437,0,11303
I. Thiam,-0.458596733976743,-0.2948706101574117,CD Lugo,-0.2569537807670006,21-25,61-70,0.0323541073409972,-0.465576828661542,1,11304
E. Danso,-0.458596733976743,-0.9170675388954204,Strømsgodset IF,-0.3047789857252945,21-25,51-60,-0.3011355363616134,-0.7019605238833997,1,11305
W. Agada,-0.2430650562561425,-0.4193099959050135,Sporting Kansas City,-0.285648903741977,21-25,61-70,-0.1377998222433826,-0.3777771704362805,1,11306
I. Hautekiet,-0.6741284116973434,-0.1704312244098099,Club Brugge KV,-0.2346353517864635,21-25,61-70,0.1313714268815063,-0.5578790334624578,1,11307
22 Zarrabeitia,0.8345933323468597,-0.4193099959050135,SD Amorebieta,-0.3188077125130607,26-30,61-70,-0.473913461828998,0.2976048159118842,1,11308
21 I. Macalou,-0.458596733976743,-0.4193099959050135,Valenciennes FC,-0.285648903741977,21-25,61-70,-0.1377998222433826,-0.5128535677059135,1,11309
22 O. Green,-1.1051917671385445,-1.4148250818858277,Hull City,-0.3264597453063877,15-20,51-60,-0.6056542628238453,-1.2422661129619317,1,11310
M. Thompson,-0.6741284116973434,-0.4193099959050135,Sunderland,-0.285648903741977,21-25,61-70,-0.1377998222433826,-0.6479299649755464,1,11311
22 Z. Robinson,-0.889660089417944,-0.7926281531478188,AFC Wimbledon,-0.2984022917308553,15-20,51-60,-0.2399861906569567,-0.9113289396513308,1,11312
22 A. Finnegan,-1.1051917671385445,-1.4148250818858277,Coventry City,-0.323909067708612,15-20,51-60,-0.5574056096128822,-1.2422661129619317,1,11313
22 W. Ángel,1.0501250100674602,0.8250838615710041,Göztepe SK,-0.1581150238531933,26-30,71-80,0.3652992577569408,1.0630377337731378,0,11314
21 H. Kaya,0.1879982991850583,-0.4193099959050135,MKE Ankaragücü,-0.3079673327225141,21-25,61-70,-0.3350725200219547,-0.1076243758970146,1,11315
Uri,-0.2430650562561425,0.0784475470853935,FC Cartagena,-0.1963751878198284,21-25,61-70,0.2631127366968006,-0.1796651211074855,0,11316
22 O. Blanco,1.6967200432292615,-0.1704312244098099,Club Atlético Palmaflor,-0.3079673327225141,31-35,61-70,-0.3350725200219547,0.9774893488357036,1,11317
B. Akehurst,-1.1051917671385445,-1.1659463103906238,Gillingham,-0.3175323737141728,15-20,51-60,-0.4552194701682993,-1.1612202746001516,1,11318
21 S. Gefvert,-0.0275333785355421,-1.1659463103906238,IK Sirius,-0.3213583901108364,21-25,51-60,-0.513759371733138,-0.5533764868868034,1,11319
22 D. Pérez,2.343315076391063,0.2028869328329953,Club River Plate Asunción,-0.3047789857252945,31-35,61-70,-0.3011355363616134,1.6258560557299415,0,11320
22 A. Al Hassan,-0.2430650562561425,-1.0415069246430222,Al Faisaly,-0.3143440267169533,21-25,51-60,-0.411573190657905,-0.6254172320972743,1,11321
H. Melland,-1.3207234448591447,-1.4148250818858277,Aalesunds FK,-0.323909067708612,15-20,51-60,-0.5574056096128822,-1.3593323239289468,1,11322
22 T. Călin,-0.6741284116973434,-0.7926281531478188,AFC UTA Arad,-0.3047789857252945,21-25,51-60,-0.3011355363616134,-0.7830063622451794,1,11323
22 L. Benítes,0.1879982991850583,-0.0459918386622081,Sport Huancayo,-0.2665188217586594,21-25,61-70,-0.0176526607407416,0.0544673008265449,0,11324
22 C. Gedsted,-0.889660089417944,-0.7926281531478188,Aalborg BK,-0.3015906387280749,15-20,51-60,-0.2695409539710696,-0.9113289396513308,1,11325
D. Ovando,-0.6741284116973434,-0.1704312244098099,Caracas Fútbol Club,-0.2282586577920243,21-25,61-70,0.1561310014389532,-0.5578790334624578,1,11326
22 D. Coogan,-0.889660089417944,-1.1659463103906238,Walsall,-0.3188077125130607,15-20,51-60,-0.473913461828998,-1.039651517057482,1,11327
22 M. Dijksteel,-0.889660089417944,-1.0415069246430222,Middlesbrough,-0.3111556797197337,15-20,51-60,-0.3717272460615328,-0.996877324588765,1,11328
21 B. Strietzel,-0.2430650562561425,-0.4193099959050135,FSV Zwickau,-0.2824605567447574,21-25,61-70,-0.1154568457116381,-0.3777771704362805,1,11329
E. Walker,-0.889660089417944,-0.7926281531478188,Blackburn Rovers,-0.2984022917308553,15-20,51-60,-0.2399861906569567,-0.9113289396513308,1,11330
22 J. Piñuelas,-0.0275333785355421,0.2028869328329953,Club Atlético de San Luis,-0.2218819637975851,21-25,61-70,0.1796202836205465,0.0161956549334822,0,11331
N. Fogaça,-0.0275333785355421,0.0784475470853935,Portland Timbers,-0.1963751878198284,21-25,61-70,0.2631127366968006,-0.0355836306865437,0,11332
22 R. Acuña,1.0501250100674602,-0.2948706101574117,General Caballero (JLM),-0.3079673327225141,26-30,61-70,-0.3350725200219547,0.4957168652406792,1,11333
22 Pedro Lubamba,-1.1051917671385445,-1.0415069246430222,Royale Union Saint-Gilloise,-0.3111556797197337,15-20,51-60,-0.3717272460615328,-1.120697355419262,1,11334
A. Aydın,-0.458596733976743,-0.9170675388954204,GZT Giresunspor,-0.3079673327225141,21-25,51-60,-0.3350725200219547,-0.7019605238833997,1,11335
22 G. Aguilar,-0.458596733976743,-0.5437493816526152,Club Libertad,-0.2920255977364162,21-25,51-60,-0.1860486281002422,-0.5601303067502851,1,11336
Iván Gil,-0.2430650562561425,-0.2948706101574117,FC Andorra,-0.2569537807670006,21-25,61-70,0.0323541073409972,-0.3282491581040818,1,11337
21 V. Barrientos,0.4035299769056588,-0.1704312244098099,Club Nacional,-0.2888372507391966,26-30,61-70,-0.1612890803228888,0.1400156857639791,1,11338
22 C. Mochrie,-1.1051917671385445,-0.9170675388954204,Dundee United,-0.3047789857252945,15-20,51-60,-0.3011355363616134,-1.0801744362383718,1,11339
22 R. Friedrich,-1.1051917671385445,-0.2948706101574117,RB Leipzig,-0.2505770867725614,15-20,61-70,0.0628947862061173,-0.8775598403339225,1,11340
22 S. Moreland,-1.1051917671385445,-1.6637038533810309,St. Johnstone FC,-0.3328364393008269,15-20,51-60,-0.7546775676470617,-1.3233119513237113,1,11341
A. Németh,-0.889660089417944,-0.2948706101574117,KRC Genk,-0.2410120457809027,15-20,61-70,0.1051962714316039,-0.7402321697764623,1,11342
N. Wimmer,0.8345933323468597,0.4517657043281988,SK Austria Klagenfurt,-0.2091285758087068,26-30,61-70,0.223266688023364,0.7230954673112281,0,11343
C. Gavilán,-1.1051917671385445,-1.4148250818858277,General Caballero (JLM),-0.323909067708612,15-20,51-60,-0.5574056096128822,-1.2422661129619317,1,11344
22 K. Pereira,-1.3207234448591447,-0.1704312244098099,Club Atlético Talleres,-0.2218819637975851,15-20,61-70,0.1796202836205465,-0.97661586499832,1,11345
20 M. Eleev,-1.1051917671385445,-0.4193099959050135,PFC CSKA Moscow,-0.3047789857252945,15-20,61-70,-0.3011355363616134,-0.9180827595148124,1,11346
22 J. Aguayo,0.1879982991850583,-0.4193099959050135,Club Universidad Nacional,-0.3079673327225141,21-25,61-70,-0.3350725200219547,-0.1076243758970146,1,11347
