Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating,Cluster_Labels,playerId
Mariano,1.0501250100674602,1.3228414045614112,Real Madrid CF,0.1989798398354007,26-30,71-80,0.8475796611700975,1.315180342009786,0,1195
22 C. Kouyaté,1.6967200432292615,1.6961595618042165,Crystal Palace,0.6070882554795083,31-35,71-80,1.1023267385140263,2.0243314276753592,0,1196
J. Ortiz,0.6190616546262593,0.8250838615710041,Independiente del Valle,-0.0943480839088015,26-30,71-80,0.4970406184544975,0.7478594734773275,0,1197
Óliver Torres,0.8345933323468597,1.8205989475518185,Sevilla FC,1.691126234534169,26-30,71-80,1.449302109518281,1.3917236337959114,2,1198
A. Moreno,-0.0275333785355421,1.3228414045614112,Racing Club,0.7983890753126837,21-25,71-80,1.185819257737255,0.482209225513716,0,1199
P. Kalulu,-0.2430650562561425,1.8205989475518185,AC Milan,3.030231973366397,21-25,71-80,1.6803590192699032,0.513727051543297,2,1200
Iago,0.4035299769056588,1.6961595618042165,FC Augsburg,1.308524594867818,26-30,71-80,1.3542155225621657,0.9842431686991852,2,1201
Carlinhos,1.0501250100674602,1.0739626330662078,Portimonense SC,-0.0560879199421664,26-30,71-80,0.5610433224833006,1.189109037891462,0,1202
G. Lovrencsics,2.1277833986704624,0.8250838615710041,Hajduk Split,-0.2442003927781223,31-35,71-80,0.0915253897722157,1.8509833845126635,0,1203
K. Thorstvedt,-0.0275333785355421,1.0739626330662078,U.S. Sassuolo Calcio,0.2499933917909141,21-25,71-80,0.8883123593181019,0.378650654273664,0,1204
C. Wilson,1.481188365508661,1.94503833329942,Newcastle United,1.8186601144229528,31-35,71-80,1.477064612216283,1.9860597817822965,2,1205
E. Ndicka,-0.2430650562561425,2.193917104794623,Eintracht Frankfurt,3.986736072532274,21-25,81-90,1.7944851625517435,0.6623110885398933,2,1206
A. Morelos,0.6190616546262593,1.5717201760566146,Rangers FC,0.8621560152570755,26-30,71-80,1.2105788563968354,1.099058106378373,2,1207
S. Haller,1.0501250100674602,2.318356490542225,Borussia Dortmund,3.6041344328659233,26-30,81-90,1.7521836264922557,1.8194655584830823,2,1208
21 A. Robben,2.774378431832264,1.94503833329942,FC Groningen,0.352020495701941,36-40,71-80,0.9602940799677192,3.0531633202123967,0,1209
M. Ritzmaier,1.2656566877880606,0.7006444758234023,SV Sandhausen,-0.1708684118420717,26-30,61-70,0.3337046099464705,1.1553399385740537,0,1210
22 N. Vukčević,1.2656566877880606,1.3228414045614112,Levante Unión Deportiva,0.173473063857644,26-30,71-80,0.8257688264929037,1.481774565309,0,1211
B. Dack,1.0501250100674602,1.0739626330662078,Blackburn Rovers,-0.0433345319532881,26-30,71-80,0.5805331096924548,1.189109037891462,0,1212
L. Bonucci,2.5588467541116637,2.5672352620374284,Juventus,1.053456835090251,36-40,81-90,1.2777146021410342,3.2692855558438096,2,1213
22 E. Boateng,0.4035299769056588,1.5717201760566146,Dalian Professional Football Club,0.9259229552014672,26-30,71-80,1.2340681602703494,0.9279613365035048,2,1214
L. Quiñonez,1.2656566877880606,0.7006444758234023,Barcelona Sporting Club,-0.1963751878198284,26-30,61-70,0.2631127366968006,1.1553399385740537,0,1215
R. Gagliardini,1.0501250100674602,1.5717201760566146,Inter,0.4795543755907246,26-30,71-80,1.036794993984082,1.44125164612811,0,1216
F. Farías,-0.889660089417944,1.447280790309013,Club Atlético Colón,1.1809907149790346,15-20,71-80,1.3175606820376953,-0.1413934752144228,2,1217
J. Wallace,1.0501250100674602,1.447280790309013,West Bromwich Albion,0.352020495701941,26-30,71-80,0.9602940799677192,1.378215994068948,0,1218
E. Forsberg,1.481188365508661,2.193917104794623,RB Leipzig,2.8389311535332213,31-35,81-90,1.6536752939817974,2.121136179051929,2,1219
Isi,0.8345933323468597,1.6961595618042165,Rayo Vallecano,1.053456835090251,26-30,71-80,1.2777146021410342,1.3309392550245764,2,1220
H. Mukhtar,0.8345933323468597,1.5717201760566146,Nashville SC,0.7983890753126837,26-30,71-80,1.185819257737255,1.2701548762532415,0,1221
J. Harrison,0.4035299769056588,1.6961595618042165,Leeds United,1.436058474756602,26-30,71-80,1.3881526043524384,0.9842431686991852,2,1222
A. Hutchinson,3.420973464994065,1.0739626330662078,Beşiktaş JK,-0.253765433769781,36-40,71-80,0.047878999246369,2.972117481850617,0,1223
M. Rashica,0.6190616546262593,1.3228414045614112,Norwich City,0.2882535557575492,26-30,71-80,0.9166476422601344,0.981991895411358,0,1224
V. Lindelöf,0.8345933323468597,2.069477719047021,Manchester United,2.3287956339780878,26-30,81-90,1.573831720232371,1.513292391338581,2,1225
O. Aina,0.4035299769056588,1.3228414045614112,Torino F.C.,0.2755001677686709,26-30,71-80,0.9073959946572024,0.815397672112144,0,1226
22 B. Zaynutdinov,-0.0275333785355421,0.8250838615710041,PFC CSKA Moscow,-0.0305811439644097,21-25,71-80,0.5992271700440062,0.2750920830336121,0,1227
Junior Firpo,0.4035299769056588,1.447280790309013,Leeds United,0.5433213155351164,26-30,71-80,1.0707320732581955,0.8716795043078244,0,1228
D. Ndong,1.0501250100674602,1.0739626330662078,Dijon FCO,-0.0560879199421664,26-30,71-80,0.5610433224833006,1.189109037891462,0,1229
22 R. Thomas,0.6190616546262593,1.1984020188138094,PSV,0.1097061239132522,26-30,71-80,0.7662121728728416,0.9234587899278504,0,1230
M. Cuisance,-0.2430650562561425,1.0739626330662078,Venezia FC,0.2882535557575492,21-25,71-80,0.9166476422601344,0.2165589775501044,0,1231
M. Marega,1.6967200432292615,1.6961595618042165,Al Hilal,0.7983890753126837,31-35,71-80,1.185819257737255,2.0243314276753592,2,1232
C. Puertas,-0.0275333785355421,0.8250838615710041,Royale Union Saint-Gilloise,-0.0433345319532881,21-25,71-80,0.5805331096924548,0.2750920830336121,0,1233
T. Davies,0.1879982991850583,1.447280790309013,Everton,0.6070882554795083,21-25,71-80,1.1023267385140263,0.7028340077207832,0,1234
A. Vega,0.1879982991850583,1.6961595618042165,Manchester United,-0.3494158436863688,21-25,71-80,-6.147069907099549,0.8108951255364896,0,1235
P. Mpanzu,1.0501250100674602,0.8250838615710041,Luton Town,-0.145361635864315,26-30,71-80,0.3948540783135038,1.0630377337731378,0,1236
18 T. Motta,2.343315076391063,2.069477719047021,Paris Saint-Germain,0.2244866158131574,31-35,81-90,0.868398744815273,2.774005432521822,0,1237
W. Khazri,1.6967200432292615,1.447280790309013,Montpellier Hérault SC,0.2627467797797925,31-35,71-80,0.8979535780924094,1.8847524838300715,0,1238
18 P. Evra,2.774378431832264,1.447280790309013,West Ham United,-0.2505770867725614,36-40,71-80,0.0628947862061173,2.728979966765278,0,1239
M. Malsa,0.6190616546262593,1.1984020188138094,Levante Unión Deportiva,0.1607196758687656,26-30,71-80,0.8144610677735873,0.9234587899278504,0,1240
P. Kimpembe,0.6190616546262593,2.4427958762898268,Paris Saint-Germain,5.007007111642543,26-30,81-90,1.8912522731333288,1.5087898447629264,2,1241
A. Townsend,1.481188365508661,1.5717201760566146,Everton,0.5433213155351164,31-35,71-80,1.0707320732581955,1.7834451858778468,0,1242
22 L. Rupp,1.481188365508661,1.1984020188138094,Norwich City,0.0204324079911036,31-35,71-80,0.6671947612178916,1.5808305899733974,0,1243
A. Tello,0.4035299769056588,0.5762050900758006,Benevento,-0.1198548598865583,26-30,61-70,0.4487917362743269,0.4777066789380615,0,1244
Aguado,0.6190616546262593,1.447280790309013,Real Valladolid CF,0.6070882554795083,26-30,71-80,1.1023267385140263,1.0405250008948657,0,1245
M. Stevanović,1.6967200432292615,1.5717201760566146,Servette FC,0.4157874356463328,31-35,71-80,1.0001401563951309,1.9545419557527155,0,1246
16 Willian,1.0501250100674602,1.6961595618042165,Cruzeiro,0.5433213155351164,26-30,71-80,1.0707320732581955,1.504287298187272,0,1247
E. Mas,2.1277833986704624,1.0739626330662078,Estudiantes de La Plata,-0.1963751878198284,31-35,71-80,0.2631127366968006,1.99956742150926,0,1248
J. Brekalo,0.1879982991850583,1.94503833329942,VfL Wolfsburg,3.2215327931995725,21-25,71-80,1.705573151801716,0.918956243352196,2,1249
M. Rojas,0.6190616546262593,1.1984020188138094,Racing Club,0.0714459599466171,26-30,71-80,0.7263661010710948,0.9234587899278504,0,1250
M. Ugarte,-0.458596733976743,1.6961595618042165,Sporting CP,2.647630333700046,21-25,71-80,1.6253400063629218,0.2908509960484026,2,1251
21 Pablo Hernández,2.5588467541116637,1.447280790309013,Leeds United,-0.0560879199421664,36-40,71-80,0.5610433224833006,2.5601344701782365,0,1252
José Callejón,2.5588467541116637,1.447280790309013,Granada CF,-0.0560879199421664,36-40,71-80,0.5610433224833006,2.5601344701782365,0,1253
A. Zorgane,-0.2430650562561425,1.0739626330662078,Royal Charleroi S.C.,0.2499933917909141,21-25,71-80,0.8883123593181019,0.2165589775501044,0,1254
A. Wan-Bissaka,0.1879982991850583,2.069477719047021,Manchester United,3.030231973366397,21-25,81-90,1.6803590192699032,0.9729868022600492,2,1255
J. Burkardt,-0.458596733976743,1.5717201760566146,1. FSV Mainz 05,1.8186601144229528,21-25,71-80,1.477064612216283,0.243574257004031,2,1256
22 L. Fernández,-0.2430650562561425,1.447280790309013,Deportivo Toluca,1.2447576549234265,21-25,71-80,1.336254748495124,0.3651430145467007,2,1257
P. Bamford,1.0501250100674602,1.8205989475518185,Leeds United,1.4998254147009935,26-30,71-80,1.4042223598815715,1.567322950246434,2,1258
V. Castellanos,-0.0275333785355421,1.6961595618042165,Girona FC,1.691126234534169,21-25,71-80,1.449302109518281,0.6375470823737939,2,1259
N. Rovella,-0.6741284116973434,1.1984020188138094,Juventus,0.6070882554795083,21-25,71-80,1.1023267385140263,-0.0625989101404703,0,1260
20 M. Ekici,1.2656566877880606,1.0739626330662078,Fenerbahçe SK,0.033185795979982,26-30,71-80,0.6827196689143086,1.3512007146150211,0,1261
Matheus Pereira,0.6190616546262593,1.5717201760566146,Al Hilal,0.9259229552014672,26-30,71-80,1.2340681602703494,1.099058106378373,2,1262
D. da Costa,1.0501250100674602,1.3228414045614112,1. FSV Mainz 05,0.1352128998910089,26-30,71-80,0.7909717675153952,1.315180342009786,0,1263
M. Eggestein,0.4035299769056588,1.447280790309013,Sport-Club Freiburg,0.4157874356463328,26-30,71-80,1.0001401563951309,0.8716795043078244,0,1264
22 João Pedro,1.0501250100674602,0.8250838615710041,CD Tondela,-0.145361635864315,26-30,71-80,0.3948540783135038,1.0630377337731378,0,1265
21 J. Mascherano,2.774378431832264,1.94503833329942,Estudiantes de La Plata,0.0841993479354954,36-40,71-80,0.7400369949748791,3.0531633202123967,0,1266
J. Fuchs,0.1879982991850583,0.7006444758234023,Peterborough United,-0.0943480839088015,21-25,61-70,0.4970406184544975,0.378650654273664,0,1267
N. Colazo,1.6967200432292615,0.7006444758234023,Gimnasia y Esgrima La Plata,-0.2218819637975851,31-35,61-70,0.1796202836205465,1.4660156522942094,0,1268
D. Udogie,-0.889660089417944,1.3228414045614112,Udinese Calcio,0.7346221353682919,15-20,71-80,1.159644075349676,-0.1841676676831399,0,1269
T. Minamino,0.8345933323468597,1.447280790309013,AS Monaco,0.4795543755907246,26-30,71-80,1.036794993984082,1.2093704974819068,0,1270
Cadu,0.1879982991850583,1.0739626330662078,FC Viktoria Plzeň,0.0586925719577387,21-25,71-80,0.7122744990113009,0.5407423309972237,0,1271
J. Pinola,3.420973464994065,1.0739626330662078,River Plate,-0.2952139447336357,36-40,71-80,-0.2122237536194585,2.972117481850617,0,1272
B. Petković,0.8345933323468597,1.447280790309013,Dinamo Zagreb,0.4795543755907246,26-30,71-80,1.036794993984082,1.2093704974819068,0,1273
T. Mohr,0.6190616546262593,1.1984020188138094,FC Schalke 04,0.0714459599466171,26-30,71-80,0.7263661010710948,0.9234587899278504,0,1274
K. Olsson,0.8345933323468597,1.1984020188138094,RSC Anderlecht,0.0969527359243738,26-30,71-80,0.7533115748740196,1.0878017399392372,0,1275
Y. Sugawara,-0.2430650562561425,1.3228414045614112,AZ Alkmaar,0.352020495701941,21-25,71-80,0.9602940799677192,0.3156150022145019,0,1276
E. Bohinen,-0.0275333785355421,1.0739626330662078,US Salernitana 1919,0.2499933917909141,21-25,71-80,0.8883123593181019,0.378650654273664,0,1277
22 F. Grillitsch,0.4035299769056588,1.8205989475518185,TSG Hoffenheim,1.8186601144229528,26-30,71-80,1.477064612216283,1.0405250008948657,2,1278
K. Strootman,1.912251720949862,1.1984020188138094,Olympique de Marseille,-0.0433345319532881,31-35,71-80,0.5805331096924548,1.909516489996171,0,1279
22 O. Govea,0.4035299769056588,0.8250838615710041,SV Zulte Waregem,-0.0815946959199232,26-30,71-80,0.5193836276962382,0.5902703433294224,0,1280
A. Armstrong,0.4035299769056588,1.3228414045614112,Southampton,0.352020495701941,26-30,71-80,0.9602940799677192,0.815397672112144,0,1281
22 F. Belluschi,2.989910109552864,0.7006444758234023,Newell's Old Boys,-0.2920255977364162,36-40,61-70,-0.1860486281002422,2.398042793454677,0,1282
Kévin Rodrigues,1.0501250100674602,1.447280790309013,Adana Demirspor,0.2882535557575492,26-30,71-80,0.9166476422601344,1.378215994068948,0,1283
D. Batallini,0.6190616546262593,1.1984020188138094,Club Atlético Independiente,0.1097061239132522,26-30,71-80,0.7662121728728416,0.9234587899278504,0,1284
F. Guilbert,0.8345933323468597,1.8205989475518185,Aston Villa,1.5635923546453854,26-30,71-80,1.41974727178894,1.3917236337959114,2,1285
M. Ullmann,0.6190616546262593,1.0739626330662078,Venezia FC,0.0076790200022253,26-30,71-80,0.6511250102004904,0.8649256844443427,0,1286
F. Borini,1.6967200432292615,1.447280790309013,Fatih Karagümrük S.K.,0.2499933917909141,31-35,71-80,0.8883123593181019,1.8847524838300715,0,1287
14 R. Giggs,3.420973464994065,1.8205989475518185,Manchester United,-0.34928830980648,36-40,71-80,-2.983267328454651,3.4989154312021857,0,1288
A. Belotti,1.0501250100674602,2.069477719047021,Manchester United,-0.3494158436863688,26-30,81-90,-6.147069907099549,1.6933942543647582,0,1289
Bebé,1.6967200432292615,1.3228414045614112,Rayo Vallecano,0.0969527359243738,31-35,71-80,0.7533115748740196,1.814963011907428,0,1290
M. Elneny,1.2656566877880606,1.5717201760566146,Arsenal,0.4795543755907246,26-30,71-80,1.036794993984082,1.6123484160029784,0,1291
M. Meyer,0.6190616546262593,0.9495232473186058,Fenerbahçe SK,-0.0433345319532881,26-30,71-80,0.5805331096924548,0.8063925789608352,0,1292
D. Bouanga,0.8345933323468597,1.447280790309013,Los Angeles FC,0.4157874356463328,26-30,71-80,1.0001401563951309,1.2093704974819068,0,1293
15 D. Forlán,2.5588467541116637,1.8205989475518185,Manchester United,-0.3494158436863688,36-40,71-80,-6.147069907099549,2.7965181654000943,0,1294
E. Eze,0.1879982991850583,1.5717201760566146,Crystal Palace,1.1172237750346428,21-25,71-80,1.2980708881917178,0.7568645666286363,2,1295
D. Calvert-Lewin,0.4035299769056588,2.069477719047021,Everton,3.412833613032748,26-30,81-90,1.7294711507867857,1.1530886652862264,2,1296
T. Adams,-0.0275333785355421,1.5717201760566146,Leeds United,0.9259229552014672,21-25,71-80,1.2340681602703494,0.585767796753768,2,1297
19 K. Konaté,0.6190616546262593,1.3228414045614112,Manchester United,-0.3494158436863688,26-30,71-80,-6.147069907099549,0.981991895411358,0,1298
22 O. Al Somah,1.912251720949862,1.5717201760566146,Al Ahli,0.4157874356463328,31-35,71-80,1.0001401563951309,2.125638725627584,0,1299
J. Howson,2.343315076391063,0.9495232473186058,Middlesbrough,-0.2665188217586594,31-35,71-80,-0.0176526607407416,2.085115806446694,0,1300
G. Gudmundsson,-0.0275333785355421,1.3228414045614112,LOSC Lille,0.7983890753126837,21-25,71-80,1.185819257737255,0.482209225513716,0,1301
22 J. Carrascal,-0.0275333785355421,1.3228414045614112,PFC CSKA Moscow,0.4795543755907246,21-25,71-80,1.036794993984082,0.482209225513716,0,1302
Aleix García,0.4035299769056588,1.1984020188138094,Girona FC,0.1862264518465223,26-30,71-80,0.8368040824670032,0.7591158399164636,0,1303
G. Shibasaki,1.481188365508661,0.7006444758234023,CD Leganés,-0.1963751878198284,31-35,61-70,0.2631127366968006,1.3106777954341315,0,1304
H. Morita,0.8345933323468597,1.5717201760566146,Sporting CP,0.7346221353682919,26-30,71-80,1.159644075349676,1.2701548762532415,0,1305
R. Holzhauser,1.2656566877880606,0.9495232473186058,Oud-Heverlee Leuven,-0.1198548598865583,26-30,71-80,0.4487917362743269,1.285913789268032,0,1306
L. Barreiro Martins,-0.2430650562561425,1.1984020188138094,1. FSV Mainz 05,0.2755001677686709,21-25,71-80,0.9073959946572024,0.2660869898823032,0,1307
F. Onyeka,0.1879982991850583,1.1984020188138094,Brentford,0.1862264518465223,21-25,71-80,0.8368040824670032,0.5947728899050768,0,1308
J. Gressel,1.0501250100674602,1.1984020188138094,Vancouver Whitecaps FC,0.0459391839688603,26-30,71-80,0.6977354706463244,1.252144689950624,0,1309
D. Johnson,1.2656566877880606,1.0739626330662078,Preston North End,-0.0560879199421664,26-30,71-80,0.5610433224833006,1.3512007146150211,0,1310
Y. Kubo,1.0501250100674602,0.5762050900758006,FC Cincinnati,-0.1963751878198284,26-30,61-70,0.2631127366968006,0.9369664296548136,0,1311
O. Mangala,0.1879982991850583,1.447280790309013,Nottingham Forest,0.7346221353682919,21-25,71-80,1.159644075349676,0.7028340077207832,0,1312
P. Schuurs,-0.2430650562561425,1.447280790309013,Ajax,0.9896898951458593,21-25,71-80,1.256411178234772,0.3651430145467007,2,1313
J. Allen,1.912251720949862,0.9495232473186058,Swansea City,-0.1963751878198284,31-35,71-80,0.2631127366968006,1.7654349995752292,0,1314
22 J. Montecinos,0.4035299769056588,1.1984020188138094,Club Tijuana,0.1097061239132522,26-30,71-80,0.7662121728728416,0.7591158399164636,0,1315
J. Berget,1.6967200432292615,0.7006444758234023,Malmö FF,-0.1963751878198284,31-35,61-70,0.2631127366968006,1.4660156522942094,0,1316
V. Claesson,1.481188365508661,1.447280790309013,F.C. København,0.352020495701941,31-35,71-80,0.9602940799677192,1.7159069872430304,0,1317
M. Olise,-0.6741284116973434,1.5717201760566146,Crystal Palace,1.754893174478561,21-25,71-80,1.4633937150473244,0.0724774871291626,2,1318
C. Adams,0.4035299769056588,1.5717201760566146,Southampton,0.8621560152570755,26-30,71-80,1.2105788563968354,0.9279613365035048,2,1319
O. El Kaddouri,1.6967200432292615,0.9495232473186058,PAOK,-0.1581150238531933,31-35,71-80,0.3652992577569408,1.6055945961394968,0,1320
Wu Lei,1.481188365508661,1.1984020188138094,RCD Espanyol de Barcelona,0.033185795979982,31-35,71-80,0.6827196689143086,1.5808305899733974,0,1321
V. Wanyama,1.6967200432292615,1.447280790309013,Club de Foot Montréal,0.1479662878798873,31-35,71-80,0.8028670065477681,1.8847524838300715,0,1322
Hwang Ui Jo,1.2656566877880606,1.447280790309013,FC Girondins de Bordeaux,0.352020495701941,26-30,71-80,0.9602940799677192,1.5470614906559892,0,1323
R. Rojas,0.6190616546262593,1.447280790309013,River Plate,0.4157874356463328,26-30,71-80,1.0001401563951309,1.0405250008948657,0,1324
L. Coulibaly,0.6190616546262593,1.1984020188138094,US Salernitana 1919,0.1097061239132522,26-30,71-80,0.7662121728728416,0.9234587899278504,0,1325
22 Y. Moreno,0.6190616546262593,1.0739626330662078,Pachuca,-0.0305811439644097,26-30,71-80,0.5992271700440062,0.8649256844443427,0,1326
W. Singo,-0.458596733976743,1.5717201760566146,Torino F.C.,1.691126234534169,21-25,71-80,1.449302109518281,0.243574257004031,2,1327
D. Rubio,1.2656566877880606,1.0739626330662078,Colorado Rapids,-0.0560879199421664,26-30,71-80,0.5610433224833006,1.3512007146150211,0,1328
D. Sorescu,0.1879982991850583,0.7006444758234023,Raków Częstochowa,-0.1071014718976799,21-25,61-70,0.4735513242218409,0.378650654273664,0,1329
J. Buffarini,2.1277833986704624,0.9495232473186058,Club Atlético Talleres,-0.2250703107948047,31-35,71-80,0.1680262312012753,1.9252754030109616,0,1330
22 M. Káčer,0.8345933323468597,0.9495232473186058,FC Viktoria Plzeň,-0.0943480839088015,26-30,71-80,0.4970406184544975,0.9662329823965676,0,1331
Joaquín,3.6365051427146655,1.94503833329942,Real Betis Balompié,-0.3494158436863688,41-50,71-80,-6.147069907099549,3.764565679165797,0,1332
I. Mathew,0.4035299769056588,0.5762050900758006,Lillestrøm SK,-0.145361635864315,26-30,61-70,0.3948540783135038,0.4777066789380615,0,1333
Brais Méndez,0.4035299769056588,1.6961595618042165,Real Sociedad,1.436058474756602,26-30,71-80,1.3881526043524384,0.9842431686991852,2,1334
22 Sebá,1.2656566877880606,1.0739626330662078,Al Shabab,-0.0560879199421664,26-30,71-80,0.5610433224833006,1.3512007146150211,0,1335
Jony,1.481188365508661,1.1984020188138094,Real Sporting de Gijón,0.0204324079911036,31-35,71-80,0.6671947612178916,1.5808305899733974,0,1336
J. Onana,-0.2430650562561425,1.1984020188138094,FC Girondins de Bordeaux,0.4157874356463328,21-25,71-80,1.0001401563951309,0.2660869898823032,0,1337
A. Boupendza,0.4035299769056588,1.5717201760566146,Al Shabab,0.7983890753126837,26-30,71-80,1.185819257737255,0.9279613365035048,0,1338
M. Damsgaard,-0.458596733976743,1.5717201760566146,U.C. Sampdoria,1.8186601144229528,21-25,71-80,1.477064612216283,0.243574257004031,2,1339
Alex Muñoz,0.8345933323468597,0.9495232473186058,Levante Unión Deportiva,-0.1198548598865583,26-30,71-80,0.4487917362743269,0.9662329823965676,0,1340
22 N. De Préville,1.481188365508661,1.0739626330662078,FC Metz,-0.0560879199421664,31-35,71-80,0.5610433224833006,1.513292391338581,0,1341
L. Geertruida,-0.458596733976743,1.6961595618042165,Feyenoord,2.5200964538112625,21-25,71-80,1.605426388395764,0.2908509960484026,2,1342
22 J. Sierra,0.1879982991850583,0.9495232473186058,Deportivo Toluca,-0.0305811439644097,21-25,71-80,0.5992271700440062,0.4867117720893704,0,1343
Luíz Carlos,2.774378431832264,0.9495232473186058,FC Paços de Ferreira,-0.2728955157530986,36-40,71-80,-0.0543074454904307,2.404796613318158,0,1344
L. Nmecha,-0.0275333785355421,1.8205989475518185,VfL Wolfsburg,2.3925625739224787,21-25,71-80,1.5846073009639967,0.6893263679938199,2,1345
C. Kouan Oulaï,-0.2430650562561425,0.4517657043281988,Perugia,-0.0560879199421664,21-25,61-70,0.5610433224833006,-0.0310810841108892,0,1346
20 S. Lichtsteiner,2.5588467541116637,1.0739626330662078,FC Augsburg,-0.2378236987836831,36-40,71-80,0.1184708397860282,2.3237507749563786,0,1347
V. Korniienko,-0.0275333785355421,1.0739626330662078,Shakhtar Donetsk,0.2882535557575492,21-25,71-80,0.9166476422601344,0.378650654273664,0,1348
K. Onisiwo,1.481188365508661,1.3228414045614112,1. FSV Mainz 05,0.173473063857644,31-35,71-80,0.8257688264929037,1.648368788608214,0,1349
E. Díaz,0.6190616546262593,1.3228414045614112,Club Atlético Talleres,0.2882535557575492,26-30,71-80,0.9166476422601344,0.981991895411358,0,1350
J. Murphy,0.8345933323468597,1.1984020188138094,Newcastle United,0.0586925719577387,26-30,71-80,0.7122744990113009,1.0878017399392372,0,1351
R. Hollingshead,1.6967200432292615,0.9495232473186058,Los Angeles FC,-0.1708684118420717,31-35,71-80,0.3337046099464705,1.6055945961394968,0,1352
22 R. Sigurjónsson,1.6967200432292615,0.5762050900758006,CFR Cluj,-0.2218819637975851,31-35,61-70,0.1796202836205465,1.3962261803715657,0,1353
Éderson,-0.2430650562561425,1.3228414045614112,Atalanta,0.8621560152570755,21-25,71-80,1.2105788563968354,0.3156150022145019,0,1354
22 Everton,0.4035299769056588,1.94503833329942,SL Benfica,2.3287956339780878,26-30,71-80,1.573831720232371,1.096806833090546,2,1355
L. Négo,1.6967200432292615,1.0739626330662078,Manchester United,-0.3494158436863688,31-35,71-80,-6.147069907099549,1.6753840680621406,0,1356
L. Godoy,0.8345933323468597,1.447280790309013,Estudiantes de La Plata,0.4157874356463328,26-30,71-80,1.0001401563951309,1.2093704974819068,0,1357
B. Aaronson,-0.458596733976743,1.3228414045614112,Leeds United,0.7346221353682919,21-25,71-80,1.159644075349676,0.149020778915288,0,1358
N. Clyne,1.6967200432292615,1.3228414045614112,Crystal Palace,0.0459391839688603,31-35,71-80,0.6977354706463244,1.814963011907428,0,1359
Q. Timber,-0.458596733976743,1.0739626330662078,Feyenoord,0.352020495701941,21-25,71-80,0.9602940799677192,0.0544673008265449,0,1360
S. Corchia,1.6967200432292615,1.0739626330662078,FC Nantes,-0.1326082478754366,31-35,71-80,0.4226165658590545,1.6753840680621406,0,1361
Salva Sevilla,3.2054417872734646,1.447280790309013,Deportivo Alavés,-0.2091285758087068,36-40,71-80,0.223266688023364,3.06667095993936,0,1362
D. Louiserre,0.8345933323468597,0.7006444758234023,En Avant de Guingamp,-0.1581150238531933,26-30,61-70,0.3652992577569408,0.8446642248538978,0,1363
M. Olsson,2.343315076391063,0.9495232473186058,Malmö FF,-0.2601421277642202,31-35,71-80,0.0162843732425713,2.085115806446694,0,1364
Wilson Manafá,0.8345933323468597,1.447280790309013,FC Porto,0.352020495701941,26-30,71-80,0.9602940799677192,1.2093704974819068,0,1365
William Carvalho,1.481188365508661,2.069477719047021,Real Betis Balompié,1.8824270543673445,31-35,81-90,1.4903391951940184,2.0535979804171127,2,1366
R. Bertrand,1.912251720949862,1.3228414045614112,Leicester City,0.0204324079911036,31-35,71-80,0.6671947612178916,1.981557235206642,0,1367
A. Bobichon,0.6190616546262593,0.9495232473186058,Angers SCO,-0.0688413079310448,26-30,71-80,0.5406870436727882,0.8063925789608352,0,1368
J. Foyth,0.1879982991850583,1.94503833329942,Villarreal CF,2.77516421358883,21-25,71-80,1.6444236448835483,0.918956243352196,2,1369
Adama Traoré,0.6190616546262593,1.94503833329942,Wolverhampton Wanderers,2.2650286940336954,26-30,71-80,1.5627964621307884,1.274657422828896,2,1370
A. Hložek,-0.889660089417944,1.6961595618042165,Bayer 04 Leverkusen,2.5838633937556543,15-20,71-80,1.6154914320855518,-0.0558450902769886,2,1371
R. Kent,0.4035299769056588,1.5717201760566146,Rangers FC,0.9259229552014672,26-30,71-80,1.2340681602703494,0.9279613365035048,2,1372
J. Boëtius,1.0501250100674602,1.447280790309013,Hertha BSC,0.352020495701941,26-30,71-80,0.9602940799677192,1.378215994068948,0,1373
T. Roberts,1.2656566877880606,1.8205989475518185,AFC Richmond,1.436058474756602,26-30,71-80,1.3881526043524384,1.742922266696957,2,1374
L. Amani,0.1879982991850583,0.8250838615710041,Royale Union Saint-Gilloise,-0.0560879199421664,21-25,71-80,0.5610433224833006,0.4326812131815172,0,1375
G. Bou,1.912251720949862,1.6961595618042165,New England Revolution,0.7346221353682919,31-35,71-80,1.159644075349676,2.1976794708380547,0,1376
19 J. Louis,0.4035299769056588,0.7006444758234023,Stade Malherbe Caen,-0.1836217998309501,26-30,61-70,0.2997675508016162,0.533988511133742,0,1377
J. King,1.481188365508661,1.447280790309013,Fenerbahçe SK,0.352020495701941,31-35,71-80,0.9602940799677192,1.7159069872430304,0,1378
B. Whiteman,0.6190616546262593,0.9495232473186058,Preston North End,-0.0433345319532881,26-30,71-80,0.5805331096924548,0.8063925789608352,0,1379
J. Irvine,1.2656566877880606,0.8250838615710041,FC St. Pauli,-0.145361635864315,26-30,71-80,0.3948540783135038,1.220626863921043,0,1380
M. Grimes,0.6190616546262593,1.1984020188138094,Swansea City,0.1097061239132522,26-30,71-80,0.7662121728728416,0.9234587899278504,0,1381
D. Zapata,1.6967200432292615,2.4427958762898268,Atalanta,3.5403674929215314,31-35,81-90,1.7447372663543632,2.443068259211221,2,1382
